Name,City,State
Point University,West Point,GA
College of Coastal Georgia,Brunswick,GA
Columbus Technical College,Columbus,GA
Covenant College,Lookout Mountain,GA
University of Iowa,Iowa City,IA
Marshalltown Community College,Marshalltown,IA
Northwestern College,Orange City,IA
Iowa School of Beauty-Ottumwa,Ottumwa,IA
PCI Academy-Ames,Ames,IA
Brown Mackie College-Salina,Salina,KS
Bryan University,Topeka,KS
Springfield Technical Community College,Springfield,MA
University of Massachusetts-Dartmouth,North Dartmouth,MA
Suffolk University,Boston,MA
Tufts University,Medford,MA
Worcester State University,Worcester,MA
Hillsdale Beauty College,Hillsdale,MI
Northwestern Technological Institute,Southfield,MI
Alma College,Alma,MI
Central Michigan University,Mount Pleasant,MI
Empire Beauty School-Michigan,Grand Rapids,MI
Northeast Community College,Norfolk,NE
Peru State College,Peru,NE
Career College of Northern Nevada,Sparks,NV
Marinello Schools of Beauty-Las Vegas,Las Vegas,NV
Colby-Sawyer College,New London,NH
Continental Academie of Hair Design-Hudson,Hudson,NH
Dartmouth College,Hanover,NH
Franklin Pierce University,Rindge,NH
Suburban Technical School,Hempstead,NY
Sullivan County Community College,Loch Sheldrake,NY
SUNY College of Technology at Alfred,Alfred,NY
SUNY College of Technology at Delhi,Delhi,NY
University at Buffalo,Buffalo,NY
SUNY College at Cortland,Cortland,NY
Talmudical Seminary Oholei Torah,Brooklyn,NY
Touro College,New York,NY
Ulster County Community College,Stone Ridge,NY
Villa Maria College,Buffalo,NY
The College of Westchester,White Plains,NY
Linn-Benton Community College,Albany,OR
Oregon State University,Corvallis,OR
Pacific Northwest College of Art,Portland,OR
Phagans Beauty College,Corvallis,OR
Southern Oregon University,Ashland,OR
Albright College,Reading,PA
Lincoln Memorial University,Harrogate,TN
Tennessee College of Applied Technology-McKenzie,McKenzie,TN
Meharry Medical College,Nashville,TN
Southwest Tennessee Community College,Memphis,TN
Trevecca Nazarene University,Nashville,TN
Tusculum College,Greeneville,TN
Volunteer State Community College,Gallatin,TN
Abilene Christian University,Abilene,TX
Wenatchee Valley College,Wenatchee,WA
Everest College-Vancouver,Vancouver,WA
Western Washington University,Bellingham,WA
Alderson Broaddus University,Philippi,WV
Appalachian Bible College,Mount Hope,WV
Mercer County Technical Education Center,Princeton,WV
Monongalia County Technical Education Center,Morgantown,WV
Everest Institute-Cross Lanes,Cross Lanes,WV
West Virginia University at Parkersburg,Parkersburg,WV
Academy of Careers and Technology,Beckley,WV
Blackhawk Technical College,Janesville,WI
Autry Technology Center,Enid,OK
Morris County Vocational School District,Denville,NJ
Blades School of Hair Design,California,MD
Virginia College-Pensacola,Pensacola,FL
ICC Technical Institute,Houston,TX
Carousel Beauty College-Springfield,Springfield,OH
Albert I Prince Technical High School,Hartford,CT
Xenon International Academy-Wichita,Wichita,KS
Kirksville Area Technical Center,Kirksville,MO
Saline County Career Center,Marshall,MO
Cass Career Center,Harrisonville,MO
Tennessee Academy of Cosmetology-Shelby Drive,Memphis,TN
American University of Health Sciences,Signal Hill,CA
Monty Tech,Fitchburg,MA
Blessing Hospital School of Medical Laboratory Technology,Quincy,IL
University of Phoenix-Northern Virginia Campus,Reston,VA
University of the Potomac-VA Campus,Vienna,VA
Milan Institute-Palm Desert,Palm Desert,CA
Professional Careers Institute,Houston,TX
Academy of Cosmetology,Janesville,WI
University of the West,Rosemead,CA
Paul Mitchell the School-Tampa,Tampa,FL
Paul Mitchell the School-Michigan,Sterling Heights,MI
Paul Mitchell the School-Mclean,McLean,VA
ITT Technical Institute-Wichita,Wichita,KS
ITT Technical Institute-Mobile,Mobile,AL
ITT Technical Institute-South Bend,South Bend,IN
Strayer University-Alabama,Birmingham,AL
Brown Aveda Institute-Rocky River,Rocky River,OH
Northwest School of Wooden Boat Building,Port Hadlock,WA
Midwest Technical Institute-East Peoria,East Peoria,IL
University of Alaska Southeast,Juneau,AK
Prince William Sound Community College,Valdez,AK
University of Alaska System of Higher Education,Fairbanks,AK
American Institute of Technology,Phoenix,AZ
Arizona Academy of Beauty-East,Tucson,AZ
University of Arizona,Tucson,AZ
Cortiva Institute-Tucson,Tucson,AZ
Frank Lloyd Wright School of Architecture,Scottsdale,AZ
ITT Technical Institute-Tempe,Tempe,AZ
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ
Salon Success Academy-Upland,Upland,CA
San Diego Community College District-District Office,San Diego,CA
San Francisco Conservatory of Music,San Francisco,CA
Santa Clara University,Santa Clara,CA
Santa Rosa Junior College,Santa Rosa,CA
Shasta College,Redding,CA
Georgia Highlands College,Rome,GA
Georgia College and State University,Milledgeville,GA
Georgia Military College,Milledgeville,GA
Gordon State College,Barnesville,GA
Southern Crescent Technical College,Griffin,GA
Lanier Technical College,Oakwood,GA
Central Georgia Technical College,Macon,GA
Macon State College,Macon,GA
Mercer University,Macon,GA
Reinhardt University,Waleska,GA
South Georgia College,Douglas,GA
The Creative Circus,Atlanta,GA
Southern Polytechnic State University,Marietta,GA
Independence Community College,Independence,KS
Manhattan Area Technical College,Manhattan,KS
University of Saint Mary,Leavenworth,KS
Salina Area Technical College,Salina,KS
Sterling College,Sterling,KS
Tabor College,Hillsboro,KS
University of the Cumberlands,Williamsburg,KY
Elizabethtown Community and Technical College,Elizabethtown,KY
University of Detroit Mercy,Detroit,MI
Dorsey Business Schools-Madison Heights,Madison Heights,MI
Lake Michigan College,Benton Harbor,MI
Everest College-Skokie,Skokie,IL
North Central Michigan College,Petoskey,MI
Northern Michigan University,Marquette,MI
Olivet College,Olivet,MI
Eastwick College-Hackensack,Hackensack,NJ
Camden County College,Blackwood,NJ
Centenary College,Hackettstown,NJ
Lincoln Technical Institute-Edison,Edison,NJ
Fox Institute of Business-Clifton,CLIFTON,NJ
Essex County College,Newark,NJ
Empire Beauty School-Union,Union,NJ
Yeshivat Mikdash Melech,Brooklyn,NY
Yeshiva Shaar Hatorah,Kew Gardens,NY
Yeshivath Viznitz,Monsey,NY
Central Piedmont Community College,Charlotte,NC
Chowan University,Murfreesboro,NC
Cleveland Community College,Shelby,NC
East Carolina University,Greenville,NC
Louisburg College,Louisburg,NC
Mayland Community College,Spruce Pine,NC
DeSales University,Center Valley,PA
Bucks County Community College,Newtown,PA
YTI Career Institute-Capital Region,Mechanicsburg,PA
Curtis Institute of Music,Philadelphia,PA
The Dickinson School of Law of the Pennsylvania State University,Carlisle,PA
Amberton University,Garland,TX
Texas A & M University Health Science Center,Bryan,TX
Baylor University,Waco,TX
Del Mar College,Corpus Christi,TX
Fox Valley Technical College,Appleton,WI
Lakeshore Technical College,Cleveland,WI
Mount Mary University,Milwaukee,WI
University of Wisconsin-Superior,Superior,WI
University of Wisconsin-Madison,Madison,WI
Kaplan University-Des Moines Campus,Urbandale,IA
Santiago Canyon College,Orange,CA
Summit College,Colton,CA
Delta College Inc,Covington,LA
Charles Stuart School of Diamond Setting,Brooklyn,NY
Washington County Career Center-Adult Technical Training,Marietta,OH
Northeast Technology Center-Pryor,Pryor,OK
Wes Watkins Technology Center,Wetumka,OK
Tint School of Makeup and Cosmetology-Dallas,Dallas,TX
Pima Medical Institute-Chula Vista,Chula Vista,CA
Academy of Hair Design-Beaumont,Beaumont,TX
Baltimore School of Massage-Linthicum,Linthicum,MD
Toni & Guy Hairdressing Academy-Worcester,Worcester,MA
New Professions Technical Institute,Miami,FL
White Earth Tribal and Community College,Mahnomen,MN
Centura College-North Charleston,North Charleston,SC
Yeshiva College of the Nations Capital,Silver Spring,MD
NTMA Training Centers of Southern California,Santa Fe Springs,CA
P C Age-Edison,Edison,NJ
Illinois Eastern Community College-System Office,Olney,IL
Miller-Motte Technical College-Chattanooga,Chattanooga,TN
University of North Texas System,Dallas,TX
Kaplan College-Corpus Christi,Corpus Christi,TX
Carrington College California-Citrus Heights,Citrus Heights,CA
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV
Regency Beauty Institute-Metro Center,Phoenix,AZ
Regency Beauty Institute-Tri-County,Springdale,OH
Regency Beauty Institute-Topeka,Topeka,KS
Coastline Beauty College,Fountain Valley,CA
Career College Consultants,Los Angeles,CA
Empire Beauty School-Speedway,Speedway,IN
Strayer University-Georgia,Atlanta,GA
The Hair Design School-Charlotte,Charlotte,NC
The Hair Design School-E Greensboro,Greensboro,NC
Paul Mitchell the School-Delaware,Newark,DE
Nova Academy of Cosmetology,Rochester,MN
Starting Points Inc,Jersey City,NJ
SAE Institute of Technology-New York,New York,NY
The Artisan College of Cosmetology,Findlay,OH
University of Phoenix-Jackson Campus,Flowood,MS
National American University-Tulsa,Tulsa,OK
Western Beauty Institute,Panorama City,CA
De Anza College,Cupertino,CA
Diablo Valley College,Pleasant Hill,CA
University of Saint Joseph,West Hartford,CT
Gateway Community College,New Haven,CT
Tri-State College of Acupuncture,New York,NY
Delaware Technical Community College-Central Office,Dover,DE
University of the District of Columbia,Washington,DC
Gallaudet University,Washington,DC
Wyotech-Daytona,Ormond Beach,FL
Barry University,Miami,FL
Rock Valley College,Rockford,IL
South Suburban College,South Holland,IL
Anderson University,Anderson,IN
College of Court Reporting Inc,Hobart,IN
Aesthetics Institute of Cosmetology,Gaithersburg,MD
Coppin State University,Baltimore,MD
Frostburg State University,Frostburg,MD
University of Maryland Eastern Shore,Princess Anne,MD
Chillicothe Beauty Academy Inc,Chillicothe,MO
Concordia Seminary,Saint Louis,MO
Forest Institute of Professional Psychology,Springfield,MO
Hannibal-LaGrange University,Hannibal,MO
Linn State Technical College,Linn,MO
Metropolitan Community College-Kansas City,Kansas City,MO
Maryville University of Saint Louis,Saint Louis,MO
Hofstra University,Hempstead,NY
Institute of Design and Construction,Brooklyn,NY
Iona College,New Rochelle,NY
Lakeland Community College,Kirtland,OH
O C Collins Career Center,Chesapeake,OH
Marion Technical College,Marion,OH
College of Mount St Joseph,Cincinnati,OH
Muskingum University,New Concord,OH
Notre Dame College,Cleveland,OH
Ohio Dominican University,Columbus,OH
Ohio Northern University,Ada,OH
Ohio State University-Marion Campus,Marion,OH
Otterbein University,Westerville,OH
Fortis Institute-Erie,Erie,PA
Washington Hospital School of Radiography,Washington,PA
Washington & Jefferson College,Washington,PA
Sanford-Brown Institute-Pittsburgh,Pittsburgh,PA
Newport Business Institute-Williamsport,Williamsport,PA
Yorktowne Business Institute,York,PA
Johnson & Wales University-Providence,Providence,RI
Newport School of Hairdressing-Main Campus,Pawtucket,RI
Roger Williams University,Bristol,RI
Salve Regina University,Newport,RI
Fortis College-Norfolk,Norfolk,VA
Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA
Southwest Virginia Community College,Richlands,VA
The University of Virginia's College at Wise,Wise,VA
Virginia Intermont College,Bristol,VA
Virginia Commonwealth University,Richmond,VA
Sanford-Brown College-Tysons Corner,McLean,VA
Knowledge Systems Institute,Skokie,IL
Pike-Lincoln Technical Center,Eolia,MO
Conservatory of Recording Arts and Sciences,Tempe,AZ
Colorado School of Traditional Chinese Medicine,Denver,CO
Michigan College of Beauty-Troy,Troy,MI
Westwood College-Denver South,Denver,CO
National Institute of Massotherapy,Akron,OH
Shawsheen Valley Regional Vocational Technical School,Billerica,MA
ITT Technical Institute-Little Rock,Little Rock,AR
ITT Technical Institute-Louisville,Louisville,KY
Mitchell's Hair Styling Academy-Raleigh,Raleigh,NC
Strayer University-Maryland,Suitland,MD
ITT Technical Institute-Harrisburg,Harrisburg,PA
University of Phoenix-Houston Campus,Houston,TX
Onondaga Cortland Madison BOCES,Liverpool,NY
Southern University Law Center,Baton Rouge,LA
Everest Institute-Hobby,Houston,TX
American Career College-Ontario,Ontario,CA
Augusta School of Massage,Evans,GA
ATA College,Louisville,KY
WellSpring School of Allied Health-Kansas City,Kansas City,MO
Healing Touch Career College,Hattiesburg,MS
Massage Therapy Trainining Institute,Las Cruces,NM
Tennessee Career Institute,Columbia,TN
Arkansas State University-System Office,Jonesboro,AR
ITT Technical Institute-Oklahoma City,Oklahoma City,OK
Education and Technology Institute,Greensburg,PA
South Texas Training Center,San Benito,TX
Pima Medical Institute-East Valley,Mesa,AZ
Virginia College-Charleston,North Charleston,SC
The Ohio Academy Paul Mitchell Partner School-Columbus,Columbus,OH
Miller-Motte College-Raleigh,Raleigh,NC
ITT Technical Institute-Springfield,Springfield,MO
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN
The Commonwealth Medical College,Scranton,PA
Regency Beauty Institute-Durham,Durham,NC
Brown Mackie College-Greenville,Greenville,SC
Everest College-Bedford Park,Bedford Park,IL
Regency Beauty Institute-Manassas,Manassas,VA
Regency Beauty Institute-North Nashville,Madison,TN
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC
South University-Accelerated Graduate Programs,Atlanta,GA
South University-Novi,Novi,MI
Northwest College-Tualatin,Tualatin,OR
Utah College of Massage Therapy-Vegas,Las Vegas,NV
Utah College of Massage Therapy-Phoenix,Phoenix,AZ
Utah College of Massage Therapy-Aurora,Aurora,CO
Allen School-Phoenix,Phoenix,AZ
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX
College America-Phoenix,Phoenix,AZ
San Joaquin Valley College-Temecula,Temecula,CA
Milan Institute-Las Vegas,Las Vegas,NV
Criswell College,Dallas,TX
DeVry University's Keller Graduate School of Management-Minnesota,Edina,MN
DeVry University's Keller Graduate School of Management-New Jersey,North Brunswick,NJ
Northwestern Institute of Health and Technology,Chicago,IL
National Personal Training Institute of Colorado,Lakewood,CO
International College of Beauty Arts & Sciences,Los Angeles,CA
John Paul the Great Catholic University,Escondido,CA
Independence University,Salt Lake City,UT
Salter College-Chicopee,Chicopee,MA
Chamberlain College of Nursing-Texas,Houston,TX
Foothill College,Los Altos Hills,CA
Franciscan School of Theology,Berkeley,CA
Fullerton College,Fullerton,CA
Harvey Mudd College,Claremont,CA
Bellus Academy-El Cajon,El Cajon,CA
Daytona State College,Daytona Beach,FL
Florida Agricultural and Mechanical University,Tallahassee,FL
Flagler College-St Augustine,Saint Augustine,FL
Concorde Career Institute-Miramar,Miramar,FL
Florida Memorial University,Miami Gardens,FL
Florida Southern College,Lakeland,FL
Key College,Dania Beach,FL
Hollywood Institute of Beauty Careers,Hollywood,FL
Lake Technical Center,Eustis,FL
Earlham College,Richmond,IN
Huntington University,Huntington,IN
Harrison College-Indianapolis,Indianapolis,IN
Brown Mackie College-Merrillville,Merrillville,IN
Empire Beauty School-Indianapolis,Indianapolis,IN
Manchester University,North Manchester,IN
McDaniel College,Westminster,MD
New England College of Business and Finance,Boston,MA
Becker College,Worcester,MA
Empire Beauty School-Boston,Boston,MA
Boston University,Boston,MA
Lincoln Technical Institute-Somerville,Somerville,MA
Dean College,Franklin,MA
Endicott College,Beverly,MA
Mineral Area College,Park Hills,MO
Northwest Missouri State University,Maryville,MO
Stevens Institute of Business & Arts,Saint Louis,MO
Saint Paul School of Theology,Leawood,KS
Marymount Manhattan College,New York,NY
New York University,New York,NY
Franciscan University of Steubenville,Steubenville,OH
Kaplan Career Institute-Cleveland,Brooklyn,OH
Wittenberg University,Springfield,OH
Citadel Military College of South Carolina,Charleston,SC
